Date,Rolling_Volatility_20D
2020-07-22,0.01856814716911103
2020-07-23,0.018548893564485254
2020-07-24,0.018516156280662582
2020-07-27,0.015739799091876377
2020-07-28,0.0161280400093753
2020-07-29,0.01569520601687892
2020-07-30,0.015651360306458983
2020-07-31,0.01574480880209813
2020-08-03,0.01407056299188061
2020-08-04,0.013803180362762088
2020-08-05,0.013677474704823124
2020-08-06,0.01393919633022587
2020-08-07,0.013457432141843816
2020-08-10,0.012982541106702532
2020-08-11,0.013196362859983542
2020-08-12,0.014786409056039505
2020-08-13,0.014626673331370377
2020-08-14,0.014520344445652453
2020-08-17,0.013764631605268132
2020-08-18,0.013665801987250734
2020-08-19,0.013794671942467241
2020-08-20,0.011858405418566224
2020-08-21,0.01137409390228664
2020-08-24,0.01105428358231404
2020-08-25,0.01005223690497449
2020-08-26,0.010161782571032993
2020-08-27,0.009904070728453335
2020-08-28,0.009767453088377925
2020-08-31,0.009719623713109454
2020-09-01,0.009690194237157291
2020-09-02,0.009688827548866357
2020-09-03,0.015688911512315832
2020-09-04,0.015795145508785892
2020-09-08,0.021483182076759946
2020-09-09,0.022376628133010938
2020-09-10,0.021911358577698256
2020-09-11,0.021930900253056378
2020-09-14,0.022546221022501155
2020-09-15,0.022445110110624302
2020-09-16,0.022585349945115792
2020-09-17,0.02283784948374504
2020-09-18,0.022642064763365895
2020-09-21,0.022480377829756856
2020-09-22,0.022424719495626133
2020-09-23,0.023671228841863085
2020-09-24,0.023237396997332783
2020-09-25,0.024241183671950207
2020-09-28,0.02457510387972966
2020-09-29,0.02432262164148226
2020-09-30,0.024480678444466136
2020-10-01,0.024544304740269165
2020-10-02,0.022742436421482447
2020-10-05,0.023485920914192198
2020-10-06,0.019218392009595978
2020-10-07,0.018061862951489833
2020-10-08,0.017536117508786156
2020-10-09,0.017556522372411346
2020-10-12,0.017878548686222417
2020-10-13,0.01780851004635121
2020-10-14,0.01756817255691645
2020-10-15,0.01710908189559648
2020-10-16,0.01702876120742466
2020-10-19,0.017819090898528588
2020-10-20,0.017832601209549458
2020-10-21,0.015105309696952408
2020-10-22,0.015120182587349026
2020-10-23,0.014240003881401862
2020-10-26,0.014648300609862542
2020-10-27,0.014670557694596175
2020-10-28,0.017949929417119707
2020-10-29,0.018521007986199996
2020-10-30,0.018435645583411393
2020-11-02,0.01771704918328039
2020-11-03,0.017922621156637307
2020-11-04,0.019708425740305673
2020-11-05,0.020189766725348154
2020-11-06,0.020166822616726008
2020-11-09,0.019225107556840357
2020-11-10,0.019621322111333085
2020-11-11,0.019817204098249053
2020-11-12,0.019868220505649858
2020-11-13,0.01982571842717686
2020-11-16,0.019237827777086332
2020-11-17,0.019228277122953618
2020-11-18,0.019266778324989863
2020-11-19,0.019216489115969574
2020-11-20,0.01948034437149788
2020-11-23,0.018976095565281025
2020-11-24,0.019580263283917463
2020-11-25,0.01565878696263713
2020-11-27,0.015233248028746921
2020-11-30,0.01416013634027899
2020-12-01,0.014383823839511617
2020-12-02,0.013968112568813473
2020-12-03,0.011450311677695509
2020-12-04,0.010548454817374028
2020-12-07,0.010438751207024855
2020-12-08,0.010432800793815044
2020-12-09,0.010878084789762613
2020-12-10,0.01057239035647567
2020-12-11,0.010429810815037414
2020-12-14,0.010423075867200498
2020-12-15,0.010329867426646037
2020-12-16,0.010330106953804812
2020-12-17,0.010247141403438733
2020-12-18,0.010291179010996498
2020-12-21,0.009734059557379129
2020-12-22,0.009698993583823702
2020-12-23,0.008176876808599387
2020-12-24,0.008183029646643109
2020-12-28,0.00876030921360721
2020-12-29,0.008168551053476148
2020-12-30,0.00730258574887357
2020-12-31,0.007196809481232518
2021-01-04,0.007423998599764196
2021-01-05,0.00767376237588457
2021-01-06,0.007655908850520765
2021-01-07,0.010173453992769407
2021-01-08,0.008726936139818682
2021-01-11,0.009564425982893029
2021-01-12,0.00942811438011663
2021-01-13,0.00944526055282674
2021-01-14,0.009635193514396213
2021-01-15,0.010124352374635333
2021-01-19,0.010550890315590481
2021-01-20,0.011373443919012885
2021-01-21,0.011321453773297777
2021-01-22,0.011237072160712873
2021-01-25,0.011242640931487675
2021-01-26,0.011299898369118308
2021-01-27,0.012646412596090818
2021-01-28,0.012617351268857602
2021-01-29,0.013767446840645348
2021-02-01,0.014590248933093387
2021-02-02,0.014817021138645102
2021-02-03,0.014756730920996799
2021-02-04,0.014651085244858465
2021-02-05,0.013177731586291042
2021-02-08,0.013207977924465117
2021-02-09,0.012729711210374936
2021-02-10,0.012741223684435202
2021-02-11,0.012725398298576223
2021-02-12,0.012490073005978037
2021-02-16,0.01201924957016987
2021-02-17,0.011727913936253928
2021-02-18,0.010973783486177136
2021-02-19,0.010994039211469485
2021-02-22,0.011708969548398002
2021-02-23,0.011602055862691694
2021-02-24,0.012002922114970333
2021-02-25,0.013602502586007982
2021-02-26,0.01361018181730081
2021-03-01,0.013882253864499419
2021-03-02,0.013631351682224032
2021-03-03,0.013739495616700265
2021-03-04,0.013610748767186744
2021-03-05,0.014030211107492422
2021-03-08,0.015031408715802538
2021-03-09,0.017608284632417245
2021-03-10,0.017616261625511952
2021-03-11,0.018281888954067113
2021-03-12,0.0183086622953894
2021-03-15,0.018347880465171454
2021-03-16,0.01831912857494912
2021-03-17,0.01839831396771756
2021-03-18,0.019280849559264346
2021-03-19,0.01930527356212325
2021-03-22,0.01902730135686255
2021-03-23,0.019045831996570027
2021-03-24,0.018981512465974223
2021-03-25,0.01697979297394335
2021-03-26,0.01706552837987408
2021-03-29,0.0158692936946122
2021-03-30,0.015436008247244481
2021-03-31,0.014938451303975697
2021-04-01,0.015061088320788403
2021-04-05,0.0153369367484452
2021-04-06,0.013790849240891351
2021-04-07,0.011049605140600145
2021-04-08,0.011066579301657189
2021-04-09,0.010410794034786739
2021-04-12,0.010272048609266986
2021-04-13,0.010546783077943022
2021-04-14,0.011158963051323629
2021-04-15,0.011664540175830124
2021-04-16,0.009375345726108531
2021-04-19,0.009946942238276194
2021-04-20,0.010121737012255608
2021-04-21,0.010066533196650048
2021-04-22,0.010528448352633436
2021-04-23,0.010764760634610848
2021-04-26,0.010729762864317208
2021-04-27,0.010898432981124685
2021-04-28,0.010791914614941032
2021-04-29,0.010709354643050518
2021-04-30,0.010653452044315432
2021-05-03,0.009962677922269809
2021-05-04,0.010334387710292662
2021-05-05,0.010201675592170565
2021-05-06,0.010292331347018993
2021-05-07,0.010226248000430295
2021-05-10,0.01162747989717252
2021-05-11,0.011317517202466149
2021-05-12,0.011990645466039212
2021-05-13,0.011114808700938447
2021-05-14,0.012509245553604284
2021-05-17,0.012337418887399249
2021-05-18,0.01248516910522084
2021-05-19,0.0122711924842672
2021-05-20,0.012171335688013728
2021-05-21,0.011611723804894666
2021-05-24,0.012482419400309733
2021-05-25,0.01244735327264188
2021-05-26,0.012470018237047353
2021-05-27,0.01220917668755082
2021-05-28,0.012128668289851223
2021-06-01,0.01212509153578792
2021-06-02,0.011783957099191418
2021-06-03,0.01196025844150837
2021-06-04,0.012311135988304711
2021-06-07,0.012218411944399639
2021-06-08,0.010787267897177768
2021-06-09,0.010490051165867403
2021-06-10,0.008798149562343057
2021-06-11,0.008813223132994112
2021-06-14,0.007559745036737587
2021-06-15,0.007671133785617906
2021-06-16,0.007068495023002237
2021-06-17,0.006957278584045339
2021-06-18,0.007151142068579108
2021-06-21,0.007304759858804372
2021-06-22,0.006367754358573294
2021-06-23,0.006385283640745376
2021-06-24,0.006421548398757376
2021-06-25,0.006456817561398355
2021-06-28,0.006782251878506006
2021-06-29,0.006863864332874356
2021-06-30,0.0068730683035562535
2021-07-01,0.0063328764038665854
2021-07-02,0.005930002895807032
2021-07-06,0.005969994151517022
2021-07-07,0.006090407649025086
2021-07-08,0.006436156228786074
2021-07-09,0.00659998559685674
2021-07-12,0.006764423275577985
2021-07-13,0.006902846165204566
2021-07-14,0.006976476148866841
2021-07-15,0.007402896698334874
2021-07-16,0.008212186915995606
2021-07-19,0.008442728005745009
2021-07-20,0.008570109241117004
2021-07-21,0.008627002358709059
2021-07-22,0.008566480389435076
2021-07-23,0.008758816552628333
2021-07-26,0.00876727991010935
2021-07-27,0.008831275311446242
2021-07-28,0.008857103208197483
2021-07-29,0.008875006727804894
2021-07-30,0.009279930498183408
2021-08-02,0.00896536828536505
2021-08-03,0.009126952362767577
2021-08-04,0.009108318521506807
2021-08-05,0.008997782098327262
2021-08-06,0.008760015619878924
2021-08-09,0.008464195182953353
2021-08-10,0.008411090797376767
2021-08-11,0.008332791289388877
2021-08-12,0.00820811861502224
2021-08-13,0.0073322846452041224
2021-08-16,0.006469533484784335
2021-08-17,0.006886479017946968
2021-08-18,0.006751399408284839
2021-08-19,0.0067051433391371595
2021-08-20,0.006930780425482377
2021-08-23,0.008102278341398539
2021-08-24,0.007650529926064571
2021-08-25,0.007633953743089307
2021-08-26,0.0078009565971302935
2021-08-27,0.007620736701355216
2021-08-30,0.007765011388091256
2021-08-31,0.007758868757753886
2021-09-01,0.007751420263812696
2021-09-02,0.007713052092906161
2021-09-03,0.007698675996629188
2021-09-07,0.007696356128081521
2021-09-08,0.00789686914051318
2021-09-09,0.007924136829433222
2021-09-10,0.008282632131504408
2021-09-13,0.008394960329691035
2021-09-14,0.008412165170807742
2021-09-15,0.007999253405976427
2021-09-16,0.007616333866961044
2021-09-17,0.008172221221088821
2021-09-20,0.009941013739956681
2021-09-21,0.008868139148402041
2021-09-22,0.0091437563314975
2021-09-23,0.009561043999262168
2021-09-24,0.009518312122685297
2021-09-27,0.00905504669693261
2021-09-28,0.010243867918052187
2021-09-29,0.010239250013394213
2021-09-30,0.010334102459043698
2021-10-01,0.010818066543385605
2021-10-04,0.011474168522670433
2021-10-05,0.012004181709105567
2021-10-06,0.012045268964303904
2021-10-07,0.012264831804085255
2021-10-08,0.012037403894669344
2021-10-11,0.01201932912003256
2021-10-12,0.012026468023781793
2021-10-13,0.011735607465497545
2021-10-14,0.01267554184733713
2021-10-15,0.012694828340428555
2021-10-18,0.011142709423440228
2021-10-19,0.01116099825464812
2021-10-20,0.01105034637260731
2021-10-21,0.010850975986327404
2021-10-22,0.01100524237374836
2021-10-25,0.011438890689654892
2021-10-26,0.00972916192699699
2021-10-27,0.009651959942907278
2021-10-28,0.009393001779037817
2021-10-29,0.009276828133527554
2021-11-01,0.007317588931293497
2021-11-02,0.007171134403625212
2021-11-03,0.007210761934276445
2021-11-04,0.0076297141576801885
2021-11-05,0.007573237700587199
2021-11-08,0.007023749058724197
2021-11-09,0.007783112211587848
2021-11-10,0.008915751334028542
2021-11-11,0.008254478771054069
2021-11-12,0.00810685100732017
2021-11-15,0.008068475223389594
2021-11-16,0.008058272323489555
2021-11-17,0.00810417902597197
2021-11-18,0.008454976342133103
2021-11-19,0.008072143029939454
2021-11-22,0.00789522272417287
2021-11-23,0.007781967613591845
2021-11-24,0.0078034415697012536
2021-11-26,0.010174231180097214
2021-11-29,0.011215769736932276
2021-11-30,0.011738758191247966
2021-12-01,0.01233831399734723
2021-12-02,0.012240105096338584
2021-12-03,0.012182956316828912
2021-12-06,0.012453290579902519
2021-12-07,0.01418538754157033
2021-12-08,0.013983173448603793
2021-12-09,0.013922895338238907
2021-12-10,0.013974950694564111
2021-12-13,0.014661611621912835
2021-12-14,0.014696733338144788
2021-12-15,0.015531268653078176
2021-12-16,0.016431655943139355
2021-12-17,0.01610472495844718
2021-12-20,0.01628238585350034
2021-12-21,0.017305840149471785
2021-12-22,0.01772082710031274
2021-12-23,0.017819892743371722
2021-12-27,0.016959140471589883
2021-12-28,0.016202013027667387
2021-12-29,0.01585444026893631
2021-12-30,0.015417585553439635
2021-12-31,0.015493088489304046
2022-01-03,0.015730856713195105
2022-01-04,0.01580049029606812
2022-01-05,0.015979738977604744
2022-01-06,0.0159210976138496
2022-01-07,0.015811349788018535
2022-01-10,0.0157638094395908
2022-01-11,0.015440207964189288
2022-01-12,0.015454649107397897
2022-01-13,0.015880000775809592
2022-01-14,0.014990617156308075
2022-01-18,0.01574365598559388
2022-01-19,0.015636633243626224
2022-01-20,0.014757505741505082
2022-01-21,0.015245666393780982
2022-01-24,0.014985752602726835
2022-01-25,0.014258854972824931
2022-01-26,0.014515701328845117
2022-01-27,0.014634731108241537
2022-01-28,0.01636788798092087
2022-01-31,0.018416153685034957
2022-02-01,0.017467640727380333
2022-02-02,0.017741669023219445
2022-02-03,0.020480396435196665
2022-02-04,0.02131476849332291
2022-02-07,0.0213137407866612
2022-02-08,0.0213881336703053
2022-02-09,0.021551839074693768
2022-02-10,0.021783692545952065
2022-02-11,0.02185151833017108
2022-02-14,0.021811390460782523
2022-02-15,0.022057709462926865
2022-02-16,0.021933170839024085
2022-02-17,0.022983535356033823
2022-02-18,0.022306103085116588
2022-02-22,0.02245387506701335
2022-02-23,0.022911900844979148
2022-02-24,0.023675724695306075
2022-02-25,0.023882062514577952
2022-02-28,0.023117224710617328
2022-03-01,0.021857211969988383
2022-03-02,0.022139692847883977
2022-03-03,0.021995030527272034
2022-03-04,0.01858111940273657
2022-03-07,0.01917153263245271
2022-03-08,0.019176248688091962
2022-03-09,0.02060913622001542
2022-03-10,0.0200004687416844
2022-03-11,0.020122385286208886
2022-03-14,0.01964702742521268
2022-03-15,0.020740795992943727
2022-03-16,0.021577236027867715
2022-03-17,0.02197948182262025
2022-03-18,0.02127338676242219
2022-03-21,0.021039838217201547
2022-03-22,0.021020961907149454
2022-03-23,0.020013740298294468
2022-03-24,0.01989686331100298
2022-03-25,0.01961777285279901
2022-03-28,0.019701584040995663
2022-03-29,0.019162127577188232
2022-03-30,0.01905886816412371
2022-03-31,0.01937551575309047
2022-04-01,0.01916771842638885
2022-04-04,0.016844541152969236
2022-04-05,0.017746371117835592
2022-04-06,0.017949005532395867
2022-04-07,0.01790775167568333
2022-04-08,0.0170477573459775
2022-04-11,0.01805625185414506
2022-04-12,0.017345811925117288
2022-04-13,0.01603679889155233
2022-04-14,0.016401889436824413
2022-04-18,0.01571135091944129
2022-04-19,0.016194742842990904
2022-04-20,0.01598874294451885
2022-04-21,0.01652580407127992
2022-04-22,0.01613223821584819
2022-04-25,0.01627031142151747
2022-04-26,0.01778282289761344
2022-04-27,0.01739633238915734
2022-04-28,0.02104357676420405
2022-04-29,0.02264043923117195
2022-05-02,0.023377155693293766
2022-05-03,0.022687525709644246
2022-05-04,0.024338734456731976
2022-05-05,0.02634242431799268
2022-05-06,0.026277247817761484
2022-05-09,0.028094010666059915
2022-05-10,0.027864278484249612
2022-05-11,0.02835845398029144
2022-05-12,0.02788362689078598
2022-05-13,0.029538758204308953
2022-05-16,0.0293444849157493
2022-05-17,0.029832113668341584
2022-05-18,0.03123403123035503
2022-05-19,0.031081810425792347
2022-05-20,0.030749624741736724
2022-05-23,0.03131388912474818
2022-05-24,0.030502362402319717
2022-05-25,0.0308966372823988
2022-05-26,0.029798777783487624
2022-05-27,0.029184129840217992
2022-05-31,0.028798995603010014
2022-06-01,0.028767727631615433
2022-06-02,0.028287239713159242
2022-06-03,0.026579046729574923
2022-06-06,0.0266486120327138
2022-06-07,0.02395862871113622
2022-06-08,0.02392922402059096
2022-06-09,0.023758831512349962
2022-06-10,0.025405971982898266
2022-06-13,0.026316785869988268
2022-06-14,0.026302361748949458
2022-06-15,0.026261902323588205
2022-06-16,0.025572990881178207
2022-06-17,0.025621075610648712
2022-06-21,0.02698059742585196
2022-06-22,0.02640171000385271
2022-06-23,0.025788736819704512
2022-06-24,0.02671801374044281
2022-06-27,0.02588938607275297
2022-06-28,0.025310427453904535
2022-06-29,0.025300501628626116
2022-06-30,0.025532666768109162
2022-07-01,0.024582146358296003
2022-07-05,0.02431156263848107
2022-07-06,0.02424345309893938
2022-07-07,0.02495227115342753
2022-07-08,0.024980619061530287
2022-07-11,0.024943869278224017
2022-07-12,0.023520858755960897
2022-07-13,0.02039129272696452
2022-07-14,0.02043663084287783
2022-07-15,0.02034448647380553
2022-07-18,0.017882142393679
2022-07-19,0.019115199870248584
2022-07-20,0.017825397343564323
2022-07-21,0.017884490901043413
2022-07-22,0.018890507546343086
2022-07-25,0.01728283469248889
2022-07-26,0.01812694754705218
2022-07-27,0.019706302442277494
2022-07-28,0.019674911001239904
2022-07-29,0.019525227039460538
2022-08-01,0.019692064145065566
2022-08-02,0.01964196549278655
2022-08-03,0.019983967445173136
2022-08-04,0.01945755711374392
2022-08-05,0.01963424092517063
2022-08-08,0.018427544470299744
2022-08-09,0.018282285542129042
2022-08-10,0.01901022109704799
2022-08-11,0.018979717235198867
2022-08-12,0.018898171698794576
2022-08-15,0.018781014986274137
2022-08-16,0.017827497142948973
2022-08-17,0.017983187038978953
2022-08-18,0.017804214035288986
2022-08-19,0.017666520800118955
2022-08-22,0.018671573478933324
2022-08-23,0.017609281976935617
2022-08-24,0.0144609890055773
2022-08-25,0.014934211254158402
2022-08-26,0.016699921896687318
2022-08-29,0.016735528006138325
2022-08-30,0.016999773622504745
2022-08-31,0.016116641036475005
2022-09-01,0.01610841612244162
2022-09-02,0.016229103883450068
2022-09-06,0.016219700341160364
2022-09-07,0.016793771840747415
2022-09-08,0.015193478992266389
2022-09-09,0.01618686876171384
2022-09-12,0.015487504266565682
2022-09-13,0.019675990741397285
2022-09-14,0.01986806953217718
2022-09-15,0.019869502281529942
2022-09-16,0.019752388184038926
2022-09-19,0.01969307891028425
2022-09-20,0.01920044919693024
2022-09-21,0.019448951392459262
2022-09-22,0.019387516402340484
2022-09-23,0.018853076901997907
2022-09-26,0.017081287482943592
2022-09-27,0.01718458144448379
2022-09-28,0.018126586935533023
2022-09-29,0.01904671360359911
2022-09-30,0.01916790390746286
2022-10-03,0.019782685131011404
2022-10-04,0.021338628959777287
2022-10-05,0.02091939689943869
2022-10-06,0.020774757419800467
2022-10-07,0.02156677581345141
2022-10-10,0.021081451759366522
2022-10-11,0.017586112838067804
2022-10-12,0.017427707967023934
2022-10-13,0.01889037854410591
2022-10-14,0.0198080580200418
2022-10-17,0.022240878543594904
2022-10-18,0.02233059348285962
2022-10-19,0.021975656869314988
2022-10-20,0.021936279093966782
2022-10-21,0.02208448320348328
2022-10-24,0.02199351137056997
2022-10-25,0.02243969573100798
2022-10-26,0.022912835038644556
2022-10-27,0.023488690163594624
2022-10-28,0.02376454287288648
2022-10-31,0.023652345510167774
2022-11-01,0.02244389053541206
2022-11-02,0.023461621253815578
2022-11-03,0.023542792724275903
2022-11-04,0.02224308143950654
2022-11-07,0.022280306214003953
2022-11-08,0.02198960121464612
2022-11-09,0.022857025636958007
2022-11-10,0.027470834959672872
2022-11-11,0.02663059546032062
2022-11-14,0.02518320651316896
2022-11-15,0.025209594744035446
2022-11-16,0.025405411622398424
2022-11-17,0.025394207264773504
2022-11-18,0.024788998106578124
2022-11-21,0.02503445892763504
2022-11-22,0.024869256176476447
2022-11-23,0.02445151023827942
2022-11-25,0.022879268909603803
2022-11-28,0.02268492729547792
2022-11-29,0.022482745988946364
2022-11-30,0.024921667770031724
2022-12-01,0.023474984812581624
2022-12-02,0.023187895826454804
2022-12-05,0.023799861664986422
2022-12-06,0.024502754870039924
2022-12-07,0.024554893999787584
2022-12-08,0.023720698306583216
2022-12-09,0.017386836426382196
2022-12-12,0.017008652410885335
2022-12-13,0.017042910672632337
2022-12-14,0.0169819321229975
2022-12-15,0.017974795573048572
2022-12-16,0.01806593060670783
2022-12-19,0.018264752957976214
2022-12-20,0.017856443899560134
2022-12-21,0.017676722844539427
2022-12-22,0.018312447825325075
2022-12-23,0.018448120354569414
2022-12-27,0.018859855916567636
2022-12-28,0.01886970447347899
2022-12-29,0.01606811736226419
2022-12-30,0.016145203619564383
2023-01-03,0.016336917011147502
2023-01-04,0.016029945250866363
2023-01-05,0.015598373979724566
2023-01-06,0.016654025778095122
2023-01-09,0.016584607461221156
2023-01-10,0.01683595521807148
2023-01-11,0.017569233828509757
2023-01-12,0.017537452879507243
2023-01-13,0.017616027999185633
2023-01-17,0.016332790987042187
2023-01-18,0.016553401245393902
2023-01-19,0.016219231035678364
2023-01-20,0.017418683350171795
2023-01-23,0.017873618991039744
2023-01-24,0.015788598307275276
2023-01-25,0.015887170562827256
2023-01-26,0.015246281074645181
2023-01-27,0.015075760139565568
2023-01-30,0.01626559755389881
2023-01-31,0.01654219347768327
2023-02-01,0.01574010674004089
2023-02-02,0.01731404909143715
2023-02-03,0.017030264392931246
2023-02-06,0.01705112206047638
2023-02-07,0.017349118997329216
2023-02-08,0.01818726376503908
2023-02-09,0.01831034772054026
2023-02-10,0.01857928256287276
2023-02-13,0.01861886352081252
2023-02-14,0.01864786475130171
2023-02-15,0.017874152353865445
2023-02-16,0.01902012628902694
2023-02-17,0.01838473394316033
2023-02-21,0.018880995724070756
2023-02-22,0.01888592027927765
2023-02-23,0.01909987437254511
2023-02-24,0.018432841139335347
2023-02-27,0.018026860315779655
2023-02-28,0.01679774285435405
2023-03-01,0.016447898456313684
2023-03-02,0.015905605906273254
2023-03-03,0.013949770537846991
2023-03-06,0.01368459862091897
2023-03-07,0.014080457991271892
2023-03-08,0.012840646545577164
2023-03-09,0.013453340486034089
2023-03-10,0.0134615879723551
2023-03-13,0.013514716172555598
2023-03-14,0.014939152745715611
2023-03-15,0.014653935688609397
2023-03-16,0.01602226863592362
2023-03-17,0.015367400602349498
2023-03-20,0.015368348861165481
2023-03-21,0.015362212326509715
2023-03-22,0.01583527249858536
2023-03-23,0.01549796113307837
2023-03-24,0.015045887154086853
2023-03-27,0.015001407638605795
2023-03-28,0.01511356609657578
2023-03-29,0.015156487061222336
2023-03-30,0.015188230831702256
2023-03-31,0.014754184301727938
2023-04-03,0.014743430057362042
2023-04-04,0.014202240951532837
2023-04-05,0.014400079753874246
2023-04-06,0.012959760594352537
2023-04-10,0.012689874733166923
2023-04-11,0.012889276681758738
2023-04-12,0.011859182485839215
2023-04-13,0.0123708005679291
2023-04-14,0.01108781825555055
2023-04-17,0.01067875175241934
2023-04-18,0.010666049553560741
2023-04-19,0.009217039203152083
2023-04-20,0.009400555005823867
2023-04-21,0.00929855671963327
2023-04-24,0.009294106423690312
2023-04-25,0.010296064524135102
2023-04-26,0.010185353668961592
2023-04-27,0.012570591295456545
2023-04-28,0.012519228237657278
2023-05-01,0.011917907662934964
2023-05-02,0.01222838270457512
2023-05-03,0.012345717533617866
2023-05-04,0.012319233664609384
2023-05-05,0.013264344210242378
2023-05-08,0.013266189360207452
2023-05-09,0.013289058971263323
2023-05-10,0.013194497173380748
2023-05-11,0.012504393120316525
2023-05-12,0.012580929735325432
2023-05-15,0.012574484507954552
2023-05-16,0.012572063663661271
2023-05-17,0.013190776838763003
2023-05-18,0.012792056408685842
2023-05-19,0.012842102491889398
2023-05-22,0.01281767588841064
2023-05-23,0.012130584201091114
2023-05-24,0.012178435406166288
2023-05-25,0.010975473158600467
2023-05-26,0.011628882778235811
2023-05-30,0.011593488997379064
2023-05-31,0.011293844361495938
2023-06-01,0.011283459104383399
2023-06-02,0.01091217325277656
2023-06-05,0.01027807508665275
2023-06-06,0.010352050302960688
2023-06-07,0.011028889860531806
2023-06-08,0.011138876340924312
2023-06-09,0.011139072016511722
2023-06-12,0.010836991083543813
2023-06-13,0.010823295726589485
2023-06-14,0.010963806502782013
2023-06-15,0.010588375980244126
2023-06-16,0.010629454608475603
2023-06-20,0.010528641728546527
2023-06-21,0.01111644113035126
2023-06-22,0.010700100946087733
2023-06-23,0.011066276054349932
2023-06-26,0.011070177823942231
2023-06-27,0.010693740932805501
2023-06-28,0.010640252590926581
2023-06-29,0.010380769593062892
2023-06-30,0.010183110435650728
2023-07-03,0.010029866122167178
2023-07-05,0.010019280559069777
2023-07-06,0.01042071099601333
